Title,Company Name,Location,Salary,Rating,Descriptions
Business Analyst,Ensoft Consulting,,"RM 5,000 - RM 7,000 a month",,"*Working Domain Areas in Digital Wealth, Wealth Management or any related Wealth projects as Product Owner or Business Analyst; *. Temporarily due to COVID-19."
Business Analyst,ASIA INNOVATIONS MALAYSIA SDN BHD,Kuala Lumpur,"RM 4,000 a month",,"Propose, program, or configure, document, and test business solution according to the functional and technical requirements."
BUSINESS ANALYST,Mentor Consultancy Services,Kuala Lumpur,"RM 3,526 - RM 11,051 a month",,"Serve as the main point of contact for internal teams and clients. Own the project plan with schedule, communications, risk, and deliverables."
Business Analyst (Finance),QUESSGLOBAL (MALAYSIA) SDN BHD,Kuala Lumpur,"RM 3,500 - RM 3,999 a month",,"Job Description Budgeting, Forecasting and Financial Planning: • Perform detailed business analysis by category and format, outlining risk, overall…"
SEA Quality Operations Executive,Deloitte,Kuala Lumpur,,4.0,"To conduct due diligence on our client, prepare assessment reports and update internal team on any fraudulent activities."
"Business Analyst, PLM",RHB Banking Group,Kuala Lumpur,,3.9,To deliver bank's target of productivity in processing of online Small Ticket Business Loan/Financing and BNM/CGC guarantee scheme per day.
Business Analyst,SKILL QUOTIENT RESOURCES SDN BHD,Kuala Lumpur,"RM 4,000 - RM 7,000 a month",,"Requirement gathering – preparing documents like BRS (Business Requirement Study, SRS (System Requirement Study) or US (User Stories – this is the Agile…"
SEA Analyst (Technology Support) / Indonesian Language (Glob...,Deloitte,Kuala Lumpur,,4.0,"Excellent customer service skills, including maintaining focus on the customer issue in a fast-paced environment. Knowledge of MS Office including Outlook."
Content Review Analyst (Non- Native Arabic speaker),PERSOLKELLY,,"RM 3,000 - RM 3,500 a month",,"Review and filter content in social media (middle east market) to ensure safe and fun online experience. Based on the feedback, review related content, and take…"
Business Analyst,Phillip Capital Malaysia,Kuala Lumpur,,3.6,To gather and understand client’s business requirements and processes and convert these requirements into user requirements specification document.
NOC Analyst,Access,,,,"Working within the dedicated Security team, you will be autonomous and responsible for deploying, monitoring and supporting security products to ensure that the…"
